variable,index,value
QINT,CNAHI.ANAHI,0.31329519062140987
QINT,CNAHI.ANASE,0.2975044317296484
QINT,CNASE.AAGEX,1.3379223683545263
QINT,CNASE.AAGFO,0.19389802198834047
QINT,CNASE.AAGOT,0.47314529422472057
QINT,CNASE.AMINE,0.3423401463390884
QINT,CNASE.ANAFO,1.3185274468015846
QINT,CNASE.ANALM,2.157786207600486
QINT,CNASE.ANAHI,0.4188788949059786
QINT,CNASE.ANASE,2.0855413206278954
QINTA,AAGEX,1.9134318260320742
QINTA,AAGFO,0.4502286421883415
QINTA,AAGOT,1.238610434952841
QINTA,AMINE,1.0073243820417905
QINTA,ANAFO,3.4842267700414644
QINTA,ANALM,7.694905032184082
QINTA,ANAHI,2.5772051519234047
QINTA,ANASE,6.832719333848492
QINV,CAGOT,-0.031193013051721154
QINV,CNAFO,-0.17071757156330836
QINV,CNALM,2.8217051745568926
QINV,CNAHI,2.855264826717922
QINV,CNASE,0.34065604797760496
QM,CAGEX,0.023212461353861315
QM,CAGFO,0.042468701697523745
QM,CMINE,0.12979624786335675
QM,CNAFO,0.2019521238830044
QM,CNALM,9.120835516830992
QM,CNASE,0.5070645374702608
QQ,CAGEX,1.566027703387481
QQ,CAGFO,1.1375523602458584
QQ,CAGOT,2.249542453726673
QQ,CMINE,1.5274288503486446
QQ,CNAFO,5.416423111411518
QQ,CNALM,21.0427334140216
QQ,CNAHI,4.350145854614289
QQ,CNASE,18.6766658785852
QVA,AAGEX,2.3520698048839277
QVA,AAGFO,0.7595850504874507
QVA,AAGOT,0.8996310219103321
QVA,AMINE,1.1796589304989
QVA,ANAFO,1.9519695333791882
QVA,ANALM,5.169486006189511
QVA,ANAHI,1.5494776102625147
QVA,ANASE,12.412001149800359
QX,CAGEX,4.371850770936028
QX,CAGFO,1.186637545392311
QX,CAGOT,2.2760864674113273
QX,CMINE,2.2768566739034464
QX,CNAFO,5.392034578534742
QX,CNALM,13.342748998446332
QX,CNAHI,4.350145854614289
QX,CNASE,19.760241369049602
QXAC,AAGEX.CAGEX,4.371850770936029
QXAC,AAGFO.CAGFO,1.1866375453923108
QXAC,AAGOT.CAGOT,2.2760864674113277
QXAC,AMINE.CMINE,2.2768566739034464
QXAC,ANAFO.CNAFO,5.392034578534741
QXAC,ANALM.CNALM,13.342748998446332
QXAC,ANAHI.CNAHI,4.350145854614289
QXAC,ANASE.CNASE,19.760241369049602
TABS,,30.776719280832857
TRII,HLSUPP.ENTR,5.531505396102922
TRII,HSHHLD.HURBUPP,0.08136783064438616
TRII,HSHHLD.HURBLOW,0.18242937643546406
TRII,HURBUPP.ENTR,3.3106909476027075
WALRAS,,1.4756158701852024e-14
WF,LABUSKLS,0.3701256017074848
WF,LABUSKF,1.135835306345053
WF,LABUSKIF,0.8660643429510969
WF,LABSK,31.981406480712828
WF,CAPLSC,0.9868923845019235
WF,CAPSH,0.9915544263642097
WF,CAPOT,1.0026580515496188
WF,LANDLS,0.909499640226667
WF,LANDSH,0.047288129873466665
YF,LABUSKLS,0.10500371704952956
YF,LABUSKF,0.7600418506067347
YF,LABUSKIF,2.1807794844228945
YF,LABSK,9.835924667528282
YF,CAPLSC,1.6938702392026002
YF,CAPSH,0.26105141374424073
YF,CAPOT,10.872621504089103
YF,LANDLS,0.45403975563509136
YF,LANDSH,0.13501044650533864
YG,,6.9669830694608645
YIF,HLSUPP.LABSK,0.8131238398784802
YIF,HLSUPP.CAPLSC,1.6938702392026002
YIF,HLSUPP.LANDLS,0.45403975563509125
YIF,HLSLOW.LABUSKLS,0.10500371704953247
YIF,HSHHLD.LABUSKIF,0.6969104660147
YIF,HSHHLD.CAPSH,0.26105141374424085
YIF,HSHHLD.LANDSH,0.13501044650533864
YIF,HURBUPP.LABSK,8.994985794372282
YIF,HURBLOW.LABUSKF,0.7600418506067345
YIF,HURBLOW.LABUSKIF,1.4838690184081946
YIF,HURBLOW.CAPOT,0.12899283358266578
YIF,ENTR.CAPOT,10.743628670506437
YI,HLSUPP,9.231929790171106
YI,HLSLOW,0.10500371704953247
YI,HSHHLD,1.8368160101139357
YI,HURBUPP,12.414305649430586
YI,HURBLOW,2.613974658177223
YI,ENTR,11.419902108651952
