variable,index,value
WF,CAPSH,0.9542431297080055
WF,CAPOT,0.966995957927375
WF,LANDLS,0.8871559157425821
WF,LANDSH,0.04574292310041718
YF,LABUSKLS,0.10366343572089841
YF,LABUSKF,0.730984077714847
YF,LABUSKIF,2.1051079297960085
YF,LABSK,9.478545103884759
YF,CAPLSC,1.67796831277023
YF,CAPSH,0.251228285046746
YF,CAPOT,10.48590895996922
YF,LANDLS,0.448524397373583
YF,LANDSH,0.13213383765166956
YG,,6.784325652954188
YIF,HLSUPP.LABSK,0.7835310045199461
YIF,HLSUPP.CAPLSC,1.67796831277023
YIF,HLSUPP.LANDLS,0.4485243973735829
YIF,HLSLOW.LABUSKLS,0.10366343572090128
YIF,HSHHLD.LABUSKIF,0.6727281501153783
YIF,HSHHLD.CAPSH,0.2512282850467461
YIF,HSHHLD.LANDSH,0.13213383765166956
YIF,HURBUPP.LABSK,8.667622211347947
YIF,HURBLOW.LABUSKF,0.7309840777148467
YIF,HURBLOW.LABUSKIF,1.432379779680685
YIF,HURBLOW.CAPOT,0.12440487410764316
YIF,ENTR.CAPOT,10.361504085860782
YI,HLSUPP,8.998184492030662
YI,HLSLOW,0.10366343572090128
YI,HSHHLD,1.791136039176477
YI,HURBUPP,11.978512527763375
YI,HURBLOW,2.528839687082661
YI,ENTR,11.045885102357209
