"Time","Material_1","Material_2","Material_3","Material_4","Material_5","Material_6","Material_7","Material_8","Material_9","Material_10"
"89","11.467665251106274","10.577687816274551","1.0045478111968986","2.4848879942279103","10.55264676056748","0.6340039823103326","10.193753316876391","22.182251346281376","14.240893387366254","0.0"
"90","11.556459022376089","10.412748282053574","0.6251318319214123","1.7714506935017778","10.498716221979123","0.3799835848669832","10.386285731159736","21.658208648674936","13.618553869481484","0.0"
"91","11.69146896779808","10.242243813766049","0.28581405099131985","1.6208964243382302","10.16203870317777","0.11874384516436759","10.332341589673156","21.94887457296154","13.649442208962327","0.0"
"92","11.765677829337347","10.401394782127062","0.6187858903499118","2.3198434524469858","10.475033834569048","0.3922884578905445","10.489729875510218","22.602734525372956","14.260828781348842","0.0"
"93","11.845321334827679","10.654808457461346","1.089867213603723","2.7523825679123983","10.883174758017612","0.73495463432568","10.97203631714103","22.753951798749434","14.474231524578865","0.0"
"94","12.317017468807542","10.675641598155286","1.517797450404252","3.5792492048851283","10.379259690941042","0.22586087407820055","10.411210826375122","22.99918207060015","14.896834408750292","0.0"
"95","12.840820326898678","11.031418596682334","1.813957384354786","5.017378023237744","11.747123528331825","1.6443983250774814","11.172829808099298","23.6227592001218","15.91449061789572","0.0"
"96","12.561783757986104","11.19480521028175","1.4142461562606075","3.5659581831187617","12.228165756030553","3.5162398251740745","11.332629922699127","23.121993313552473","15.051165726229026","0.0"
"97","12.62225395336101","11.218217801269788","1.7349192318654802","3.749118738188567","11.95510274163658","2.628163009433678","11.51704368475362","23.332708005227133","15.260252406714063","0.0"
"98","12.552257836531453","11.189335863481263","1.6543701276350422","3.7260117059068008","11.945123431084998","2.634173381549454","11.396464328611145","23.2314864893497","15.17069181272388","0.0"
"99","12.49274550000498","11.192146678985475","1.6537248689058284","3.69214583847613","11.929539408423812","2.620098137382237","11.375612665133126","23.166459684443705","15.126355253880515","0.0"
"100","12.523811128262018","11.117229934129295","1.641515268574647","3.713804869080884","11.896669251476728","2.610725011246943","11.304794908393266","23.150767637777843","15.115485944952646","0.0"
